,features,id,names,category
4976,f.41200.C873,41200,Operative procedures - main OPCS4,Summary Operations
4977,f.41200.C874,41200,Operative procedures - main OPCS4,Summary Operations
4978,f.41200.C875,41200,Operative procedures - main OPCS4,Summary Operations
4979,f.41200.C891,41200,Operative procedures - main OPCS4,Summary Operations
4980,f.41200.C892,41200,Operative procedures - main OPCS4,Summary Operations
4981,f.41200.C893,41200,Operative procedures - main OPCS4,Summary Operations
4982,f.41200.C898,41200,Operative procedures - main OPCS4,Summary Operations
4983,f.41200.D018,41200,Operative procedures - main OPCS4,Summary Operations
4984,f.41200.D028,41200,Operative procedures - main OPCS4,Summary Operations
4985,f.41200.D029,41200,Operative procedures - main OPCS4,Summary Operations
4986,f.41200.D052,41200,Operative procedures - main OPCS4,Summary Operations
4987,f.41200.D053,41200,Operative procedures - main OPCS4,Summary Operations
4988,f.41200.D058,41200,Operative procedures - main OPCS4,Summary Operations
4989,f.41200.D062,41200,Operative procedures - main OPCS4,Summary Operations
4990,f.41200.D063,41200,Operative procedures - main OPCS4,Summary Operations
4991,f.41200.D068,41200,Operative procedures - main OPCS4,Summary Operations
4992,f.41200.D078,41200,Operative procedures - main OPCS4,Summary Operations
4993,f.41200.D079,41200,Operative procedures - main OPCS4,Summary Operations
4994,f.41200.D081,41200,Operative procedures - main OPCS4,Summary Operations
4995,f.41200.D082,41200,Operative procedures - main OPCS4,Summary Operations
4996,f.41200.D083,41200,Operative procedures - main OPCS4,Summary Operations
4997,f.41200.D084,41200,Operative procedures - main OPCS4,Summary Operations
4998,f.41200.D085,41200,Operative procedures - main OPCS4,Summary Operations
4999,f.41200.D086,41200,Operative procedures - main OPCS4,Summary Operations
5000,f.41200.D088,41200,Operative procedures - main OPCS4,Summary Operations
5001,f.41200.D089,41200,Operative procedures - main OPCS4,Summary Operations
5002,f.41200.D108,41200,Operative procedures - main OPCS4,Summary Operations
5003,f.41200.D138,41200,Operative procedures - main OPCS4,Summary Operations
5004,f.41200.D148,41200,Operative procedures - main OPCS4,Summary Operations
5005,f.41200.D149,41200,Operative procedures - main OPCS4,Summary Operations
5006,f.41200.D153,41200,Operative procedures - main OPCS4,Summary Operations
5007,f.41200.D158,41200,Operative procedures - main OPCS4,Summary Operations
5008,f.41200.D178,41200,Operative procedures - main OPCS4,Summary Operations
5009,f.41200.D192,41200,Operative procedures - main OPCS4,Summary Operations
5010,f.41200.D198,41200,Operative procedures - main OPCS4,Summary Operations
5011,f.41200.D202,41200,Operative procedures - main OPCS4,Summary Operations
5012,f.41200.D203,41200,Operative procedures - main OPCS4,Summary Operations
5013,f.41200.D204,41200,Operative procedures - main OPCS4,Summary Operations
5014,f.41200.D205,41200,Operative procedures - main OPCS4,Summary Operations
5015,f.41200.D207,41200,Operative procedures - main OPCS4,Summary Operations
5016,f.41200.D208,41200,Operative procedures - main OPCS4,Summary Operations
5017,f.41200.D209,41200,Operative procedures - main OPCS4,Summary Operations
5018,f.41200.D228,41200,Operative procedures - main OPCS4,Summary Operations
5019,f.41200.D238,41200,Operative procedures - main OPCS4,Summary Operations
5020,f.41200.D241,41200,Operative procedures - main OPCS4,Summary Operations
5021,f.41200.D242,41200,Operative procedures - main OPCS4,Summary Operations
5022,f.41200.D243,41200,Operative procedures - main OPCS4,Summary Operations
5023,f.41200.D246,41200,Operative procedures - main OPCS4,Summary Operations
5024,f.41200.D248,41200,Operative procedures - main OPCS4,Summary Operations
5025,f.41200.D262,41200,Operative procedures - main OPCS4,Summary Operations
5026,f.41200.D263,41200,Operative procedures - main OPCS4,Summary Operations
5027,f.41200.D264,41200,Operative procedures - main OPCS4,Summary Operations
5028,f.41200.D268,41200,Operative procedures - main OPCS4,Summary Operations
5029,f.41200.D288,41200,Operative procedures - main OPCS4,Summary Operations
5030,f.41200.E019,41200,Operative procedures - main OPCS4,Summary Operations
5031,f.41200.E021,41200,Operative procedures - main OPCS4,Summary Operations
5032,f.41200.E022,41200,Operative procedures - main OPCS4,Summary Operations
5033,f.41200.E023,41200,Operative procedures - main OPCS4,Summary Operations
5034,f.41200.E024,41200,Operative procedures - main OPCS4,Summary Operations
5035,f.41200.E025,41200,Operative procedures - main OPCS4,Summary Operations
5036,f.41200.E026,41200,Operative procedures - main OPCS4,Summary Operations
5037,f.41200.E027,41200,Operative procedures - main OPCS4,Summary Operations
5038,f.41200.E028,41200,Operative procedures - main OPCS4,Summary Operations
5039,f.41200.E029,41200,Operative procedures - main OPCS4,Summary Operations
5040,f.41200.E036,41200,Operative procedures - main OPCS4,Summary Operations
5041,f.41200.E037,41200,Operative procedures - main OPCS4,Summary Operations
5042,f.41200.E043,41200,Operative procedures - main OPCS4,Summary Operations
5043,f.41200.E044,41200,Operative procedures - main OPCS4,Summary Operations
5044,f.41200.E045,41200,Operative procedures - main OPCS4,Summary Operations
5045,f.41200.E046,41200,Operative procedures - main OPCS4,Summary Operations
5046,f.41200.E047,41200,Operative procedures - main OPCS4,Summary Operations
5047,f.41200.E068,41200,Operative procedures - main OPCS4,Summary Operations
5048,f.41200.E073,41200,Operative procedures - main OPCS4,Summary Operations
5049,f.41200.E081,41200,Operative procedures - main OPCS4,Summary Operations
5050,f.41200.E082,41200,Operative procedures - main OPCS4,Summary Operations
5051,f.41200.E083,41200,Operative procedures - main OPCS4,Summary Operations
5052,f.41200.E084,41200,Operative procedures - main OPCS4,Summary Operations
5053,f.41200.E085,41200,Operative procedures - main OPCS4,Summary Operations
5054,f.41200.E086,41200,Operative procedures - main OPCS4,Summary Operations
5055,f.41200.E088,41200,Operative procedures - main OPCS4,Summary Operations
5056,f.41200.E089,41200,Operative procedures - main OPCS4,Summary Operations
5057,f.41200.E091,41200,Operative procedures - main OPCS4,Summary Operations
5058,f.41200.E092,41200,Operative procedures - main OPCS4,Summary Operations
5059,f.41200.E093,41200,Operative procedures - main OPCS4,Summary Operations
5060,f.41200.E094,41200,Operative procedures - main OPCS4,Summary Operations
5061,f.41200.E095,41200,Operative procedures - main OPCS4,Summary Operations
5062,f.41200.E096,41200,Operative procedures - main OPCS4,Summary Operations
5063,f.41200.E098,41200,Operative procedures - main OPCS4,Summary Operations
5064,f.41200.E099,41200,Operative procedures - main OPCS4,Summary Operations
5065,f.41200.E151,41200,Operative procedures - main OPCS4,Summary Operations
5066,f.41200.E152,41200,Operative procedures - main OPCS4,Summary Operations
5067,f.41200.E153,41200,Operative procedures - main OPCS4,Summary Operations
5068,f.41200.E154,41200,Operative procedures - main OPCS4,Summary Operations
5069,f.41200.E158,41200,Operative procedures - main OPCS4,Summary Operations
5070,f.41200.E171,41200,Operative procedures - main OPCS4,Summary Operations
5071,f.41200.E172,41200,Operative procedures - main OPCS4,Summary Operations
5072,f.41200.E173,41200,Operative procedures - main OPCS4,Summary Operations
5073,f.41200.E174,41200,Operative procedures - main OPCS4,Summary Operations
5074,f.41200.E178,41200,Operative procedures - main OPCS4,Summary Operations
5075,f.41200.E179,41200,Operative procedures - main OPCS4,Summary Operations
5076,f.41200.E191,41200,Operative procedures - main OPCS4,Summary Operations
5077,f.41200.E192,41200,Operative procedures - main OPCS4,Summary Operations
5078,f.41200.E198,41200,Operative procedures - main OPCS4,Summary Operations
5079,f.41200.E199,41200,Operative procedures - main OPCS4,Summary Operations
5080,f.41200.E202,41200,Operative procedures - main OPCS4,Summary Operations
5081,f.41200.E203,41200,Operative procedures - main OPCS4,Summary Operations
5082,f.41200.E204,41200,Operative procedures - main OPCS4,Summary Operations
5083,f.41200.E218,41200,Operative procedures - main OPCS4,Summary Operations
5084,f.41200.E219,41200,Operative procedures - main OPCS4,Summary Operations
5085,f.41200.E238,41200,Operative procedures - main OPCS4,Summary Operations
5086,f.41200.E251,41200,Operative procedures - main OPCS4,Summary Operations
5087,f.41200.E252,41200,Operative procedures - main OPCS4,Summary Operations
5088,f.41200.E253,41200,Operative procedures - main OPCS4,Summary Operations
5089,f.41200.E276,41200,Operative procedures - main OPCS4,Summary Operations
5090,f.41200.E292,41200,Operative procedures - main OPCS4,Summary Operations
5091,f.41200.E293,41200,Operative procedures - main OPCS4,Summary Operations
5092,f.41200.E294,41200,Operative procedures - main OPCS4,Summary Operations
5093,f.41200.E296,41200,Operative procedures - main OPCS4,Summary Operations
5094,f.41200.E312,41200,Operative procedures - main OPCS4,Summary Operations
5095,f.41200.E313,41200,Operative procedures - main OPCS4,Summary Operations
5096,f.41200.E314,41200,Operative procedures - main OPCS4,Summary Operations
5097,f.41200.E315,41200,Operative procedures - main OPCS4,Summary Operations
5098,f.41200.E331,41200,Operative procedures - main OPCS4,Summary Operations
5099,f.41200.E333,41200,Operative procedures - main OPCS4,Summary Operations
5100,f.41200.E334,41200,Operative procedures - main OPCS4,Summary Operations
5101,f.41200.E335,41200,Operative procedures - main OPCS4,Summary Operations
5102,f.41200.E336,41200,Operative procedures - main OPCS4,Summary Operations
5103,f.41200.E338,41200,Operative procedures - main OPCS4,Summary Operations
5104,f.41200.E352,41200,Operative procedures - main OPCS4,Summary Operations
5105,f.41200.E353,41200,Operative procedures - main OPCS4,Summary Operations
5106,f.41200.E354,41200,Operative procedures - main OPCS4,Summary Operations
5107,f.41200.E355,41200,Operative procedures - main OPCS4,Summary Operations
5108,f.41200.E357,41200,Operative procedures - main OPCS4,Summary Operations
5109,f.41200.E359,41200,Operative procedures - main OPCS4,Summary Operations
5110,f.41200.E361,41200,Operative procedures - main OPCS4,Summary Operations
5111,f.41200.E368,41200,Operative procedures - main OPCS4,Summary Operations
5112,f.41200.E369,41200,Operative procedures - main OPCS4,Summary Operations
5113,f.41200.E371,41200,Operative procedures - main OPCS4,Summary Operations
5114,f.41200.E378,41200,Operative procedures - main OPCS4,Summary Operations
5115,f.41200.E379,41200,Operative procedures - main OPCS4,Summary Operations
5116,f.41200.E381,41200,Operative procedures - main OPCS4,Summary Operations
5117,f.41200.E388,41200,Operative procedures - main OPCS4,Summary Operations
5118,f.41200.E389,41200,Operative procedures - main OPCS4,Summary Operations
5119,f.41200.E391,41200,Operative procedures - main OPCS4,Summary Operations
5120,f.41200.E398,41200,Operative procedures - main OPCS4,Summary Operations
5121,f.41200.E399,41200,Operative procedures - main OPCS4,Summary Operations
5122,f.41200.E401,41200,Operative procedures - main OPCS4,Summary Operations
5123,f.41200.E403,41200,Operative procedures - main OPCS4,Summary Operations
5124,f.41200.E408,41200,Operative procedures - main OPCS4,Summary Operations
5125,f.41200.E409,41200,Operative procedures - main OPCS4,Summary Operations
5126,f.41200.E411,41200,Operative procedures - main OPCS4,Summary Operations
5127,f.41200.E412,41200,Operative procedures - main OPCS4,Summary Operations
5128,f.41200.E413,41200,Operative procedures - main OPCS4,Summary Operations
5129,f.41200.E414,41200,Operative procedures - main OPCS4,Summary Operations
5130,f.41200.E418,41200,Operative procedures - main OPCS4,Summary Operations
5131,f.41200.E419,41200,Operative procedures - main OPCS4,Summary Operations
5132,f.41200.E421,41200,Operative procedures - main OPCS4,Summary Operations
5133,f.41200.E422,41200,Operative procedures - main OPCS4,Summary Operations
5134,f.41200.E423,41200,Operative procedures - main OPCS4,Summary Operations
5135,f.41200.E424,41200,Operative procedures - main OPCS4,Summary Operations
5136,f.41200.E425,41200,Operative procedures - main OPCS4,Summary Operations
5137,f.41200.E426,41200,Operative procedures - main OPCS4,Summary Operations
5138,f.41200.E427,41200,Operative procedures - main OPCS4,Summary Operations
5139,f.41200.E428,41200,Operative procedures - main OPCS4,Summary Operations
5140,f.41200.E429,41200,Operative procedures - main OPCS4,Summary Operations
5141,f.41200.E431,41200,Operative procedures - main OPCS4,Summary Operations
5142,f.41200.E433,41200,Operative procedures - main OPCS4,Summary Operations
5143,f.41200.E434,41200,Operative procedures - main OPCS4,Summary Operations
5144,f.41200.E435,41200,Operative procedures - main OPCS4,Summary Operations
5145,f.41200.E438,41200,Operative procedures - main OPCS4,Summary Operations
5146,f.41200.E442,41200,Operative procedures - main OPCS4,Summary Operations
5147,f.41200.E449,41200,Operative procedures - main OPCS4,Summary Operations
5148,f.41200.E461,41200,Operative procedures - main OPCS4,Summary Operations
5149,f.41200.E462,41200,Operative procedures - main OPCS4,Summary Operations
5150,f.41200.E463,41200,Operative procedures - main OPCS4,Summary Operations
5151,f.41200.E472,41200,Operative procedures - main OPCS4,Summary Operations
5152,f.41200.E473,41200,Operative procedures - main OPCS4,Summary Operations
5153,f.41200.E481,41200,Operative procedures - main OPCS4,Summary Operations
5154,f.41200.E482,41200,Operative procedures - main OPCS4,Summary Operations
5155,f.41200.E483,41200,Operative procedures - main OPCS4,Summary Operations
5156,f.41200.E484,41200,Operative procedures - main OPCS4,Summary Operations
5157,f.41200.E485,41200,Operative procedures - main OPCS4,Summary Operations
5158,f.41200.E486,41200,Operative procedures - main OPCS4,Summary Operations
5159,f.41200.E487,41200,Operative procedures - main OPCS4,Summary Operations
5160,f.41200.E488,41200,Operative procedures - main OPCS4,Summary Operations
5161,f.41200.E489,41200,Operative procedures - main OPCS4,Summary Operations
5162,f.41200.E491,41200,Operative procedures - main OPCS4,Summary Operations
5163,f.41200.E492,41200,Operative procedures - main OPCS4,Summary Operations
5164,f.41200.E493,41200,Operative procedures - main OPCS4,Summary Operations
5165,f.41200.E494,41200,Operative procedures - main OPCS4,Summary Operations
5166,f.41200.E495,41200,Operative procedures - main OPCS4,Summary Operations
5167,f.41200.E498,41200,Operative procedures - main OPCS4,Summary Operations
5168,f.41200.E499,41200,Operative procedures - main OPCS4,Summary Operations
5169,f.41200.E521,41200,Operative procedures - main OPCS4,Summary Operations
5170,f.41200.E522,41200,Operative procedures - main OPCS4,Summary Operations
5171,f.41200.E528,41200,Operative procedures - main OPCS4,Summary Operations
5172,f.41200.E529,41200,Operative procedures - main OPCS4,Summary Operations
5173,f.41200.E532,41200,Operative procedures - main OPCS4,Summary Operations
5174,f.41200.E541,41200,Operative procedures - main OPCS4,Summary Operations
5175,f.41200.E542,41200,Operative procedures - main OPCS4,Summary Operations
5176,f.41200.E543,41200,Operative procedures - main OPCS4,Summary Operations
5177,f.41200.E544,41200,Operative procedures - main OPCS4,Summary Operations
5178,f.41200.E545,41200,Operative procedures - main OPCS4,Summary Operations
5179,f.41200.E546,41200,Operative procedures - main OPCS4,Summary Operations
5180,f.41200.E548,41200,Operative procedures - main OPCS4,Summary Operations
5181,f.41200.E551,41200,Operative procedures - main OPCS4,Summary Operations
5182,f.41200.E552,41200,Operative procedures - main OPCS4,Summary Operations
5183,f.41200.E553,41200,Operative procedures - main OPCS4,Summary Operations
5184,f.41200.E554,41200,Operative procedures - main OPCS4,Summary Operations
5185,f.41200.E571,41200,Operative procedures - main OPCS4,Summary Operations
5186,f.41200.E572,41200,Operative procedures - main OPCS4,Summary Operations
5187,f.41200.E573,41200,Operative procedures - main OPCS4,Summary Operations
5188,f.41200.E574,41200,Operative procedures - main OPCS4,Summary Operations
5189,f.41200.E578,41200,Operative procedures - main OPCS4,Summary Operations
5190,f.41200.E579,41200,Operative procedures - main OPCS4,Summary Operations
5191,f.41200.E591,41200,Operative procedures - main OPCS4,Summary Operations
5192,f.41200.E592,41200,Operative procedures - main OPCS4,Summary Operations
5193,f.41200.E593,41200,Operative procedures - main OPCS4,Summary Operations
5194,f.41200.E594,41200,Operative procedures - main OPCS4,Summary Operations
5195,f.41200.E595,41200,Operative procedures - main OPCS4,Summary Operations
5196,f.41200.E598,41200,Operative procedures - main OPCS4,Summary Operations
5197,f.41200.E599,41200,Operative procedures - main OPCS4,Summary Operations
5198,f.41200.E621,41200,Operative procedures - main OPCS4,Summary Operations
5199,f.41200.E628,41200,Operative procedures - main OPCS4,Summary Operations
5200,f.41200.E629,41200,Operative procedures - main OPCS4,Summary Operations
5201,f.41200.E632,41200,Operative procedures - main OPCS4,Summary Operations
5202,f.41200.E633,41200,Operative procedures - main OPCS4,Summary Operations
5203,f.41200.E651,41200,Operative procedures - main OPCS4,Summary Operations
5204,f.41200.E659,41200,Operative procedures - main OPCS4,Summary Operations
5205,f.41200.E855,41200,Operative procedures - main OPCS4,Summary Operations
5206,f.41200.E879,41200,Operative procedures - main OPCS4,Summary Operations
5207,f.41200.E911,41200,Operative procedures - main OPCS4,Summary Operations
5208,f.41200.E912,41200,Operative procedures - main OPCS4,Summary Operations
5209,f.41200.E913,41200,Operative procedures - main OPCS4,Summary Operations
5210,f.41200.E921,41200,Operative procedures - main OPCS4,Summary Operations
5211,f.41200.E923,41200,Operative procedures - main OPCS4,Summary Operations
5212,f.41200.E924,41200,Operative procedures - main OPCS4,Summary Operations
5213,f.41200.E925,41200,Operative procedures - main OPCS4,Summary Operations
5214,f.41200.E926,41200,Operative procedures - main OPCS4,Summary Operations
5215,f.41200.E928,41200,Operative procedures - main OPCS4,Summary Operations
5216,f.41200.E929,41200,Operative procedures - main OPCS4,Summary Operations
5217,f.41200.E931,41200,Operative procedures - main OPCS4,Summary Operations
5218,f.41200.E932,41200,Operative procedures - main OPCS4,Summary Operations
5219,f.41200.E934,41200,Operative procedures - main OPCS4,Summary Operations
5220,f.41200.E935,41200,Operative procedures - main OPCS4,Summary Operations
5221,f.41200.E938,41200,Operative procedures - main OPCS4,Summary Operations
5222,f.41200.E939,41200,Operative procedures - main OPCS4,Summary Operations
5223,f.41200.E944,41200,Operative procedures - main OPCS4,Summary Operations
5224,f.41200.E955,41200,Operative procedures - main OPCS4,Summary Operations
5225,f.41200.E973,41200,Operative procedures - main OPCS4,Summary Operations
5226,f.41200.E978,41200,Operative procedures - main OPCS4,Summary Operations
5227,f.41200.E981,41200,Operative procedures - main OPCS4,Summary Operations
5228,f.41200.F029,41200,Operative procedures - main OPCS4,Summary Operations
5229,f.41200.F032,41200,Operative procedures - main OPCS4,Summary Operations
5230,f.41200.F033,41200,Operative procedures - main OPCS4,Summary Operations
5231,f.41200.F038,41200,Operative procedures - main OPCS4,Summary Operations
5232,f.41200.F042,41200,Operative procedures - main OPCS4,Summary Operations
5233,f.41200.F048,41200,Operative procedures - main OPCS4,Summary Operations
5234,f.41200.F049,41200,Operative procedures - main OPCS4,Summary Operations
5235,f.41200.F052,41200,Operative procedures - main OPCS4,Summary Operations
5236,f.41200.F053,41200,Operative procedures - main OPCS4,Summary Operations
5237,f.41200.F081,41200,Operative procedures - main OPCS4,Summary Operations
5238,f.41200.F082,41200,Operative procedures - main OPCS4,Summary Operations
5239,f.41200.F084,41200,Operative procedures - main OPCS4,Summary Operations
5240,f.41200.F088,41200,Operative procedures - main OPCS4,Summary Operations
5241,f.41200.F089,41200,Operative procedures - main OPCS4,Summary Operations
5242,f.41200.F091,41200,Operative procedures - main OPCS4,Summary Operations
5243,f.41200.F092,41200,Operative procedures - main OPCS4,Summary Operations
5244,f.41200.F093,41200,Operative procedures - main OPCS4,Summary Operations
5245,f.41200.F094,41200,Operative procedures - main OPCS4,Summary Operations
5246,f.41200.F095,41200,Operative procedures - main OPCS4,Summary Operations
5247,f.41200.F098,41200,Operative procedures - main OPCS4,Summary Operations
5248,f.41200.F099,41200,Operative procedures - main OPCS4,Summary Operations
5249,f.41200.F221,41200,Operative procedures - main OPCS4,Summary Operations
5250,f.41200.F222,41200,Operative procedures - main OPCS4,Summary Operations
5251,f.41200.F241,41200,Operative procedures - main OPCS4,Summary Operations
5252,f.41200.F242,41200,Operative procedures - main OPCS4,Summary Operations
5253,f.41200.F249,41200,Operative procedures - main OPCS4,Summary Operations
5254,f.41200.F261,41200,Operative procedures - main OPCS4,Summary Operations
5255,f.41200.F262,41200,Operative procedures - main OPCS4,Summary Operations
5256,f.41200.F263,41200,Operative procedures - main OPCS4,Summary Operations
5257,f.41200.F264,41200,Operative procedures - main OPCS4,Summary Operations
5258,f.41200.F265,41200,Operative procedures - main OPCS4,Summary Operations
5259,f.41200.F268,41200,Operative procedures - main OPCS4,Summary Operations
5260,f.41200.F269,41200,Operative procedures - main OPCS4,Summary Operations
5261,f.41200.F281,41200,Operative procedures - main OPCS4,Summary Operations
5262,f.41200.F282,41200,Operative procedures - main OPCS4,Summary Operations
5263,f.41200.F288,41200,Operative procedures - main OPCS4,Summary Operations
5264,f.41200.F291,41200,Operative procedures - main OPCS4,Summary Operations
5265,f.41200.F292,41200,Operative procedures - main OPCS4,Summary Operations
5266,f.41200.F298,41200,Operative procedures - main OPCS4,Summary Operations
5267,f.41200.F299,41200,Operative procedures - main OPCS4,Summary Operations
5268,f.41200.F303,41200,Operative procedures - main OPCS4,Summary Operations
5269,f.41200.F305,41200,Operative procedures - main OPCS4,Summary Operations
5270,f.41200.F307,41200,Operative procedures - main OPCS4,Summary Operations
5271,f.41200.F324,41200,Operative procedures - main OPCS4,Summary Operations
5272,f.41200.F325,41200,Operative procedures - main OPCS4,Summary Operations
5273,f.41200.F326,41200,Operative procedures - main OPCS4,Summary Operations
5274,f.41200.F342,41200,Operative procedures - main OPCS4,Summary Operations
5275,f.41200.F343,41200,Operative procedures - main OPCS4,Summary Operations
5276,f.41200.F344,41200,Operative procedures - main OPCS4,Summary Operations
5277,f.41200.F345,41200,Operative procedures - main OPCS4,Summary Operations
5278,f.41200.F346,41200,Operative procedures - main OPCS4,Summary Operations
5279,f.41200.F347,41200,Operative procedures - main OPCS4,Summary Operations
5280,f.41200.F361,41200,Operative procedures - main OPCS4,Summary Operations
5281,f.41200.F362,41200,Operative procedures - main OPCS4,Summary Operations
5282,f.41200.F363,41200,Operative procedures - main OPCS4,Summary Operations
5283,f.41200.F364,41200,Operative procedures - main OPCS4,Summary Operations
5284,f.41200.F365,41200,Operative procedures - main OPCS4,Summary Operations
5285,f.41200.F366,41200,Operative procedures - main OPCS4,Summary Operations
5286,f.41200.F368,41200,Operative procedures - main OPCS4,Summary Operations
5287,f.41200.F369,41200,Operative procedures - main OPCS4,Summary Operations
5288,f.41200.F382,41200,Operative procedures - main OPCS4,Summary Operations
5289,f.41200.F383,41200,Operative procedures - main OPCS4,Summary Operations
5290,f.41200.F384,41200,Operative procedures - main OPCS4,Summary Operations
5291,f.41200.F389,41200,Operative procedures - main OPCS4,Summary Operations
5292,f.41200.F391,41200,Operative procedures - main OPCS4,Summary Operations
5293,f.41200.F392,41200,Operative procedures - main OPCS4,Summary Operations
5294,f.41200.F399,41200,Operative procedures - main OPCS4,Summary Operations
5295,f.41200.F403,41200,Operative procedures - main OPCS4,Summary Operations
5296,f.41200.F404,41200,Operative procedures - main OPCS4,Summary Operations
5297,f.41200.F405,41200,Operative procedures - main OPCS4,Summary Operations
5298,f.41200.F423,41200,Operative procedures - main OPCS4,Summary Operations
5299,f.41200.F424,41200,Operative procedures - main OPCS4,Summary Operations
5300,f.41200.F461,41200,Operative procedures - main OPCS4,Summary Operations
5301,f.41200.F462,41200,Operative procedures - main OPCS4,Summary Operations
5302,f.41200.F482,41200,Operative procedures - main OPCS4,Summary Operations
5303,f.41200.F484,41200,Operative procedures - main OPCS4,Summary Operations
5304,f.41200.F485,41200,Operative procedures - main OPCS4,Summary Operations
5305,f.41200.F532,41200,Operative procedures - main OPCS4,Summary Operations
5306,f.41200.F551,41200,Operative procedures - main OPCS4,Summary Operations
5307,f.41200.F552,41200,Operative procedures - main OPCS4,Summary Operations
5308,f.41200.F561,41200,Operative procedures - main OPCS4,Summary Operations
5309,f.41200.F562,41200,Operative procedures - main OPCS4,Summary Operations
5310,f.41200.F581,41200,Operative procedures - main OPCS4,Summary Operations
5311,f.41200.F582,41200,Operative procedures - main OPCS4,Summary Operations
5312,f.41200.F588,41200,Operative procedures - main OPCS4,Summary Operations
5313,f.41200.F635,41200,Operative procedures - main OPCS4,Summary Operations
5314,f.41200.G011,41200,Operative procedures - main OPCS4,Summary Operations
5315,f.41200.G012,41200,Operative procedures - main OPCS4,Summary Operations
5316,f.41200.G013,41200,Operative procedures - main OPCS4,Summary Operations
5317,f.41200.G018,41200,Operative procedures - main OPCS4,Summary Operations
5318,f.41200.G019,41200,Operative procedures - main OPCS4,Summary Operations
5319,f.41200.G022,41200,Operative procedures - main OPCS4,Summary Operations
5320,f.41200.G023,41200,Operative procedures - main OPCS4,Summary Operations
5321,f.41200.G029,41200,Operative procedures - main OPCS4,Summary Operations
5322,f.41200.G033,41200,Operative procedures - main OPCS4,Summary Operations
5323,f.41200.G034,41200,Operative procedures - main OPCS4,Summary Operations
5324,f.41200.G036,41200,Operative procedures - main OPCS4,Summary Operations
5325,f.41200.G056,41200,Operative procedures - main OPCS4,Summary Operations
5326,f.41200.G059,41200,Operative procedures - main OPCS4,Summary Operations
5327,f.41200.G069,41200,Operative procedures - main OPCS4,Summary Operations
5328,f.41200.G071,41200,Operative procedures - main OPCS4,Summary Operations
5329,f.41200.G074,41200,Operative procedures - main OPCS4,Summary Operations
5330,f.41200.G081,41200,Operative procedures - main OPCS4,Summary Operations
5331,f.41200.G082,41200,Operative procedures - main OPCS4,Summary Operations
5332,f.41200.G088,41200,Operative procedures - main OPCS4,Summary Operations
5333,f.41200.G089,41200,Operative procedures - main OPCS4,Summary Operations
5334,f.41200.G091,41200,Operative procedures - main OPCS4,Summary Operations
5335,f.41200.G092,41200,Operative procedures - main OPCS4,Summary Operations
5336,f.41200.G098,41200,Operative procedures - main OPCS4,Summary Operations
5337,f.41200.G103,41200,Operative procedures - main OPCS4,Summary Operations
5338,f.41200.G104,41200,Operative procedures - main OPCS4,Summary Operations
5339,f.41200.G141,41200,Operative procedures - main OPCS4,Summary Operations
5340,f.41200.G142,41200,Operative procedures - main OPCS4,Summary Operations
5341,f.41200.G143,41200,Operative procedures - main OPCS4,Summary Operations
5342,f.41200.G144,41200,Operative procedures - main OPCS4,Summary Operations
5343,f.41200.G145,41200,Operative procedures - main OPCS4,Summary Operations
5344,f.41200.G146,41200,Operative procedures - main OPCS4,Summary Operations
5345,f.41200.G147,41200,Operative procedures - main OPCS4,Summary Operations
5346,f.41200.G148,41200,Operative procedures - main OPCS4,Summary Operations
5347,f.41200.G149,41200,Operative procedures - main OPCS4,Summary Operations
5348,f.41200.G151,41200,Operative procedures - main OPCS4,Summary Operations
5349,f.41200.G152,41200,Operative procedures - main OPCS4,Summary Operations
5350,f.41200.G153,41200,Operative procedures - main OPCS4,Summary Operations
5351,f.41200.G154,41200,Operative procedures - main OPCS4,Summary Operations
5352,f.41200.G155,41200,Operative procedures - main OPCS4,Summary Operations
5353,f.41200.G156,41200,Operative procedures - main OPCS4,Summary Operations
5354,f.41200.G157,41200,Operative procedures - main OPCS4,Summary Operations
5355,f.41200.G158,41200,Operative procedures - main OPCS4,Summary Operations
5356,f.41200.G159,41200,Operative procedures - main OPCS4,Summary Operations
5357,f.41200.G161,41200,Operative procedures - main OPCS4,Summary Operations
5358,f.41200.G162,41200,Operative procedures - main OPCS4,Summary Operations
5359,f.41200.G163,41200,Operative procedures - main OPCS4,Summary Operations
5360,f.41200.G168,41200,Operative procedures - main OPCS4,Summary Operations
5361,f.41200.G169,41200,Operative procedures - main OPCS4,Summary Operations
5362,f.41200.G173,41200,Operative procedures - main OPCS4,Summary Operations
5363,f.41200.G174,41200,Operative procedures - main OPCS4,Summary Operations
5364,f.41200.G178,41200,Operative procedures - main OPCS4,Summary Operations
5365,f.41200.G179,41200,Operative procedures - main OPCS4,Summary Operations
5366,f.41200.G181,41200,Operative procedures - main OPCS4,Summary Operations
5367,f.41200.G182,41200,Operative procedures - main OPCS4,Summary Operations
5368,f.41200.G183,41200,Operative procedures - main OPCS4,Summary Operations
5369,f.41200.G184,41200,Operative procedures - main OPCS4,Summary Operations
5370,f.41200.G185,41200,Operative procedures - main OPCS4,Summary Operations
5371,f.41200.G188,41200,Operative procedures - main OPCS4,Summary Operations
5372,f.41200.G189,41200,Operative procedures - main OPCS4,Summary Operations
5373,f.41200.G191,41200,Operative procedures - main OPCS4,Summary Operations
5374,f.41200.G198,41200,Operative procedures - main OPCS4,Summary Operations
